Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Fc epsilon RI signaling pathway,-0.5373719752761696,-1.622236057546188,0.01098901098901099,0.018773221824186653,68,64,MAP2K1;MAPK12;PLA2G4D;FYN;MAPK3;MAP2K2;PIK3R1;PLA2G4B;VAV2;MAPK8;PLCG1;GRB2;RAF1;MAP2K6;KRAS;PIK3R3;AKT2;MAPK9;MAP2K4;AKT1;RAC1;HRAS;MAP2K7;PIK3CA;PIK3R2;MS4A2;MAP2K3;PLA2G4F;PLA2G4C;IL13;MAPK10;RAC3;NRAS;PLA2G4E;LAT;GAB2;MAPK1;PRKCA;BTK;MAPK14;CSF2;FCER1G;VAV1;PDPK1;SOS1;IL4;PLCG2;TNF;RAC2;ALOX5AP;PLA2G4A;SOS2;INPP5D;PIK3CD;SYK;LYN;LCP2;MAPK11;MAPK13;PIK3CB;ALOX5;GM11787;VAV3;AKT3,PDPK1;SOS1;IL4;PLCG2;TNF;RAC2;ALOX5AP;PLA2G4A;SOS2;INPP5D;PIK3CD;SYK;LYN;LCP2;MAPK11;MAPK13;PIK3CB;ALOX5;GM11787;VAV3;AKT3
Regulation of lipolysis in adipocytes,-0.5791388759232151,-1.6293338561071549,0.0,0.018854869884310486,56,47,PRKG2;NPY;GNAI2;PIK3R1;MGLL;GNAS;PRKACA;ADCY6;PIK3R3;AKT2;AKT1;PLIN1;PIK3CA;PIK3R2;GNAI1;PDE3B;IRS1;IRS2;PNPLA2;ADCY1;ADCY2;GNAI3;PRKG1;NPY1R;AQP7;ADCY4;PTGER3;ADRB3;ADCY3;INSR;ADRB1;ADORA1;PRKACB;ADCY9;ABHD5;ADCY8;LIPE;FABP4;PIK3CD;IRS3;NPR1;ADCY7;ADRB2;PIK3CB;PTGS2;PTGS1;AKT3,PIK3CD;IRS3;NPR1;ADCY7;ADRB2;PIK3CB;PTGS2;PTGS1;AKT3
Viral myocarditis,-0.5492509148644468,-1.6239819458569986,0.0,0.019059879662393808,87,70,SGCA;ABL1;H2-T-PS;H2-BL;FYN;H2-Q7;CYCS;EIF4G1;DAG1;CD28;ACTB;EIF4G2;MYH6;MYH7;H2-M10.5;RAC1;H2-M10.3;ACTG1;H2-M10.2;SGCD;DMD;EIF4G3;H2-M5;H2-DMB1;H2-T3;RAC3;H2-M10.6;H2-DMB2;H2-M2;H2-Q2;GM7030;PRF1;CD55;CCND1;SGCG;CXADR;H2-Q4;CYCT;H2-Q10;GM11127;GM8909;GM10499;CASP9;SGCB;H2-Q6;H2-EB1;H2-Q1;BID;H2-AA;ICAM1;RAC2;H2-AB1;CASP3;ABL2;H2-DMA;ITGAL;CD86;CASP8;CD40;CD80;ITGB2;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3,ICAM1;RAC2;H2-AB1;CASP3;ABL2;H2-DMA;ITGAL;CD86;CASP8;CD40;CD80;ITGB2;H2-D1;H2-OA;H2-K1;H2-T23;H2-OB;H2-T24;H2-T22;H2-T10;H2-M3
Transcriptional misregulation in cancer,-0.5034314127336563,-1.6223297549342053,0.0,0.019086108854589764,183,158,SPINT1;FUS;IL2RB;H3F3C;GADD45B;TAF15;CDKN1B;SS18;RUNX1;GADD45A;KLF3;TGFBR2;PAX3;CCNT2;MLLT1;EWSR1;GM12657;H3F3B;LDB1;RUNX2;TCF3;FUT8;DDX5;PRCC;JUP;KDM6A;RARA;PDGFA;IGF1;CEBPA;PER2;HDAC2;ARNT2;RXRA;RELA;PTK2;BAIAP3;BCL11B;PBX1;GRIA3;IL1R2;ZBTB16;PTCRA;RXRG;MEIS1;PBX3;ZBTB17;HMGA2;FLT3;MPO;IGF1R;DUSP6;ASPSCR1;IGFBP3;MEN1;IL6;CCNA1;ZEB1;HDAC1;MAF;NR4A3;JMJD1C;EYA1;GADD45G;HOXA10;HOXA11;RUNX1T1;MMP3;ELANE;MYC;HOXA9;HPGD;ERG;MEF2C;ETV4;MET;PAX5;CCND2;H3F3A;DDIT3;DOT1L;CDK14;BAX;BAK1;ID2;WT1;TFE3;NCOR1;BMI1;FOXO1;NFKB1;RXRB;ELK4;KMT2A;CDK9;TLX3;PPARG;MLLT3;ATF1;DDB2;ETV5;BCL2A1A;TMPRSS2;WNT16;CSF1R;NSD2;TRP53;SMAD1;CSF2;CD14;MAX;SIN3A;SUPT3;SPI1;BMP2K;AFF1;FLT1;LYL1;BCL2A1B;TRAF1;ETV6;FCGR1;ATM;CCNT1;MDM2;MYCN;PLAU;REL;CD86;CD40;CDKN1A;PAX8;BIRC3;NUPR1;CEBPE;BCL2A1D;UTY;SLC45A3;MLF1;FLI1;BCL6;NTRK1;PML;POLK;SP1;HHEX;LMO2;MMP9;MITF;CDKN2C;ITGB7;ITGAM;NFKBIZ;ETV1;SIX1;CEBPB;SIX4;BCL2L1,ETV6;FCGR1;ATM;CCNT1;MDM2;MYCN;PLAU;REL;CD86;CD40;CDKN1A;PAX8;BIRC3;NUPR1;CEBPE;BCL2A1D;UTY;SLC45A3;MLF1;FLI1;BCL6;NTRK1;PML;POLK;SP1;HHEX;LMO2;MMP9;MITF;CDKN2C;ITGB7;ITGAM;NFKBIZ;ETV1;SIX1;CEBPB;SIX4;BCL2L1
Apelin signaling pathway,-0.49752370438753935,-1.6144544647426842,0.01098901098901099,0.01920514903455602,138,127,MAP2K1;SPHK2;PPARGC1A;GNG10;CDH1;RPS6KB2;HDAC4;SERPINE1;JAG1;BECN1;MAPK3;MAP2K2;GNAI2;GNG5-PS;RAF1;GABARAPL1;GNG8;GNB1;HDAC5;PRKACA;ADCY6;KRAS;AKT2;TGFBR1;SMAD2;GNG4;SPHK1;GNB4;GNAQ;GNB2;CALM1;MYLK3;AKT1;GABARAP;HRAS;RPS6KB1;RRAS;PLCB3;ITPR3;GNG3;MTOR;PLIN1;GNG11;GNG13;GNAI1;GNB3;PDE3B;PLCB1;NRF1;CAMK4;MYL4;AGTR1B;RYR3;SLC8A3;SMAD4;ADCY1;ADCY2;SLC8A1;GNAI3;NOTCH3;UCP1;MYLK4;RYR2;GNG2;PRKAA2;GNB5;ADCY4;GABARAPL2;NRAS;MEF2C;GM5741;ADCY3;SLC9A1;EGR1;RRAS2;MEF2D;CCND1;TFAM;MAPK1;AGTR1A;PRKACB;PRKAG3;PIK3R4;RPS6;MYL2;SMAD3;APLN;ADCY9;MYLK;PIK3C3;MEF2B;CALM3;ADCY10;KLF2;RYR1;ADCY8;GNG7;NOS1;PRKAG1;LIPE;MYLK2;CALML4;ITPR2;PRKAB1;GNG12;GNA13;PIK3CG;SLC8A2;PLCB2;PIK3R5;MEF2A;ADCY7;SPP1;GNGT2;PIK3R6;NOS3;GNG5;NOS2;CALM2;PRKAG2;PLCB4;PRKAB2;MRAS;PRKCE;PRKAA1;ITPR1;AKT3,GNA13;PIK3CG;SLC8A2;PLCB2;PIK3R5;MEF2A;ADCY7;SPP1;GNGT2;PIK3R6;NOS3;GNG5;NOS2;CALM2;PRKAG2;PLCB4;PRKAB2;MRAS;PRKCE;PRKAA1;ITPR1;AKT3
Renin secretion,-0.5277365710711794,-1.6172799098884805,0.022727272727272728,0.01948731835003159,76,66,PRKG2;PPP3CC;CREB1;GNAI2;AGT;GNAS;PDE1A;PRKACA;ADCY6;PPP3R1;GNAQ;ORAI1;CALM1;ADCYAP1;PDE1C;PLCB3;PPP3CA;CACNA1S;ITPR3;REN1;GNAI1;PDE3B;GUCY1B1;PLCB1;ADCYAP1R1;CACNA1D;AGTR1B;PPP3CB;GUCY1B2;CLCA3B;CACNA1C;EDN1;GUCY1A2;KCNMA1;GNAI3;PTGER2;GUCY1A1;PDE3A;EDNRA;ADRB3;CACNA1F;AQP1;EDN2;CLCA3A2;ADRB1;ADORA1;AGTR1A;PRKACB;ACE;CLCA4A;CALM3;CLCA3A1;CALML4;CTSB;ITPR2;CLCA1;PLCB2;NPR1;PDE1B;ADRB2;PTGER4;KCNJ2;CLCA2;CALM2;PLCB4;ITPR1,PLCB2;NPR1;PDE1B;ADRB2;PTGER4;KCNJ2;CLCA2;CALM2;PLCB4;ITPR1
Human T-cell leukemia virus 1 infection,-0.4848877521284509,-1.615672374231276,0.0,0.019505229488220956,245,222,RANBP1;TGFB1;CDK4;MAP2K1;IL2RB;RANBP3;CDC23;PPP3CC;CREB3;SLC25A4;H2-T-PS;FDPS;POLB;CALR;ANAPC2;H2-BL;CREB1;CRTC1;TLN2;MAPK3;MAP2K2;H2-Q7;RELB;TGFBR2;PIK3R1;CANX;MAPK8;LTBR;ANAPC10;TCF3;GPS2;CDKN2A;ANAPC5;PRKACA;STAT5B;ADCY6;KRAS;CREB3L1;PIK3R3;AKT2;TGFBR1;ANAPC4;SMAD2;CREB3L2;TLN1;PPP3R1;MAPK9;NFKB2;JAK1;KAT5;H2-M10.5;MAP2K4;AKT1;RELA;EP300;CDKN2B;H2-M10.3;KAT2B;CREBBP;HRAS;NFATC4;ELK1;PPP3CA;ATF6B;PIK3CA;SLC25A31;IL1R2;ATF2;PIK3R2;CRTC2;CDC27;CREB5;MSX2;CCND3;H2-M10.2;TGFB2;ATF4;IL6;CCNA1;PPP3CB;E2F3;DLG1;RB1;JUN;SMAD4;ADCY1;RAN;TSPO;ADCY2;H2-M5;SLC25A5;CD3D;CD3G;H2-DMB1;CCNE2;H2-T3;MYC;VAC14;CHUK;CD4;RASL2-9;NFYB;VDAC3;ADCY4;MAPK10;H2-M10.6;PTEN;NRAS;H2-DMB2;H2-M2;CCND2;H2-Q2;ANAPC11;ADCY3;MSX1;IKBKB;FOS;GM7030;IKBKG;NFATC3;EGR1;BAX;CDC16;SRF;CRTC3;MAD1L1;LCK;CDC26;CCND1;MAPK1;KAT2A;CDK2;NFKB1;ELK4;PRKACB;H2-Q4;EGR2;TRRAP;STAT5A;H2-Q10;MAP3K14;VDAC2;GM11127;GM8909;SMAD3;TBP;MAP3K3;GM10499;XPO1;TBPL1;ADCY9;TRP53;TNFRSF13C;IL2RA;ADCY8;CREB3L3;CSF2;H2-Q6;LTA;CREB3L4;FOSL1;H2-EB1;BUB3;H2-Q1;ANAPC1;SPI1;H2-AA;ATR;VDAC1;ETS2;TNF;ICAM1;H2-AB1;IL15;IL1R1;ANAPC7;TNFRSF1A;XIAP;ATM;CCNE1;CHEK2;H2-DMA;ITGAL;PIK3CD;NFATC1;TERT;MAD2L1;CD40;CDKN1A;ITGB2;ADCY7;CDC20;MAP3K1;B2M;ESPL1;BUB1B;CHEK1;NFATC2;CCNA2;IL2RG;IL15RA;H2-D1;PTTG1;H2-OA;PIK3CB;E2F2;H2-K1;ZFP36;JAK3;CCNB2;H2-T23;NFKBIA;CDKN2C;E2F1;H2-OB;H2-T24;H2-T22;SLC2A1;H2-T10;BCL2L1;H2-M3;AKT3,H2-AB1;IL15;IL1R1;ANAPC7;TNFRSF1A;XIAP;ATM;CCNE1;CHEK2;H2-DMA;ITGAL;PIK3CD;NFATC1;TERT;MAD2L1;CD40;CDKN1A;ITGB2;ADCY7;CDC20;MAP3K1;B2M;ESPL1;BUB1B;CHEK1;NFATC2;CCNA2;IL2RG;IL15RA;H2-D1;PTTG1;H2-OA;PIK3CB;E2F2;H2-K1;ZFP36;JAK3;CCNB2;H2-T23;NFKBIA;CDKN2C;E2F1;H2-OB;H2-T24;H2-T22;SLC2A1;H2-T10;BCL2L1;H2-M3;AKT3
Phosphatidylinositol signaling system,-0.5376008272160362,-1.617540181768665,0.0,0.019635229684756686,98,91,INPP5K;DGKA;PIKFYVE;DGKQ;IP6K2;PIP4P1;MTMR6;PIK3R1;DGKI;PIP5K1A;IP6K1;SACM1L;PIP4P2;PLCG1;INPP4A;ITPKC;CDIPT;PLCD1;INPP5E;PIK3R3;MTMR2;PLCE1;INPPL1;INPP5A;CALM1;PLCB3;ITPR3;PLCD4;PIK3CA;PIK3C2A;PIK3R2;MTMR4;PI4KB;PLCB1;PRKCB;PIP4K2B;MTMR7;ITPK1;PI4K2B;MTMR14;INPP5J;IMPA1;PTEN;PIK3C2B;INPP5F;INPP1;SYNJ2;PI4K2A;IPPK;ITPKB;PRKCA;IP6K3;PPIP5K2;MTMR3;PIK3C3;CALM3;PI4KA;PIP5K1C;SYNJ1;DGKE;IPMK;PIP4K2C;CALML4;DGKZ;ITPR2;PLCG2;INPP5B;DGKH;PIP5K1B;INPP5D;DGKD;PIK3CD;PIP4K2A;OCRL;PLCB2;CDS2;IMPA2;PLCD3;CDS1;INPP4B;ITPKA;PIK3CB;DGKG;PIK3C2G;MTMR1;CALM2;PPIP5K1;PLCB4;PRKCG;MTM1;ITPR1,PIP5K1B;INPP5D;DGKD;PIK3CD;PIP4K2A;OCRL;PLCB2;CDS2;IMPA2;PLCD3;CDS1;INPP4B;ITPKA;PIK3CB;DGKG;PIK3C2G;MTMR1;CALM2;PPIP5K1;PLCB4;PRKCG;MTM1;ITPR1
"Alanine, aspartate and glutamate metabolism",-0.5771035407320672,-1.6084761573054427,0.013333333333333334,0.020789946581985574,37,31,ASS1;GPT;ABAT;FOLH1;ASPA;IL4I1;GLUD1;RIMKLA;ADSS;RIMKLB;GFPT2;CPS1;NAT8L;GLUL;NIT2;4930438A08RIK;ADSL;GFPT1;ALDH4A1;GOT2;PPAT;CAD;GLS;ALDH5A1;GOT1;GAD1;ASNS;ASL;ADSSL1;GLS2;GPT2,GLUL;NIT2;4930438A08RIK;ADSL;GFPT1;ALDH4A1;GOT2;PPAT;CAD;GLS;ALDH5A1;GOT1;GAD1;ASNS;ASL;ADSSL1;GLS2;GPT2
Cytokine-cytokine receptor interaction,-0.48952083606634783,-1.5965570802054352,0.0,0.023324974393388192,292,208,IL33;TNFSF12;TGFB1;IL2RB;CXCL3;TNFRSF25;CCL2;IFNLR1;OSMR;LEPR;CNTF;IL1RAP;LIF;TNFRSF12A;IL13RA2;TGFBR2;IL31RA;BMPR2;IL17B;IL25;LTBR;BMP7;ACVR2A;IL17RB;GDF6;BMPR1A;TGFBR1;IL7;IL21;TNFSF13;CX3CL1;FASL;IL11;ACKR4;TNFRSF19;CXCL5;IL12RB2;CCL7;CXCL1;CSF1;GHR;INHA;IL17D;IL1R2;CNTFR;ACVR1;BMP8B;GDF15;BMP4;BMP3;CCL11;CLCF1;BMP6;TGFB2;GDF5;BMPR1B;NGF;ACKR3;IL6;CCR7;IL11RA2;CXCL12;RELT;TSLP;INHBA;LIFR;TNFSF15;TNFRSF4;CCR5;IFNA13;IFNAB;CCL26;PPBP;IL17F;IL19;XCR1;TNFRSF11B;CXCR4;CCL20;BMP5;TNFSF18;ACVR1C;CTF1;CD4;IL6ST;CCL27A;GH;TNFSF10;IL12A;CXCL9;IFNK;IL12B;IL13;TNFRSF21;BMP2;IL1RL2;CCL17;EDA;INHBB;CCL12;GM13305;IFNB1;MSTN;CCR4;IL7R;GDF9;IL9R;IL21R;CCR6;TNFRSF17;CX3CR1;CXCR2;IL1B;CCL24;IL27RA;CCR9;CXCL11;NODAL;INHBE;GDF7;IL17C;LTB;CSF1R;IL20RB;TNFRSF13C;CCR8;IL2RA;CSF2;IL34;CCR10;IFNGR2;LTA;CXCR6;IL17RC;IL10RB;IL1A;CCR1;TNFRSF10B;IL18RAP;CCL3;ACVR2B;IL27;AMHR2;IL17RA;ACVR1B;AMH;CXCL2;IL12RB1;IL6RA;CCR2;IL4;CSF2RA;CCL4;TNFRSF8;TNF;EDA2R;CXCR5;CCL5;PF4;IL15;IL1RL1;TNFRSF11A;IL1R1;CCL9;CCL22;TNFRSF1A;IL23A;TNFRSF18;TNFRSF13B;CXCR3;TNFSF14;IL10;IFNAR1;CXCL16;CSF3;CRLF2;CD27;TNFSF13B;CSF3R;IFNAR2;TNFSF9;CD40;CCL6;TNFRSF1B;IFNGR1;FAS;IL17RE;CXCL14;IL1RN;TNFRSF14;IL2RG;IL15RA;CCL25;CXCL10;IL4RA;IL18R1;CSF2RB2;BMP8A;IL16;IL18;TNFRSF9;IL11RA1;OSM;EPOR;IL10RA;CSF2RB;ACVRL1;IL13RA1,IL10RB;IL1A;CCR1;TNFRSF10B;IL18RAP;CCL3;ACVR2B;IL27;AMHR2;IL17RA;ACVR1B;AMH;CXCL2;IL12RB1;IL6RA;CCR2;IL4;CSF2RA;CCL4;TNFRSF8;TNF;EDA2R;CXCR5;CCL5;PF4;IL15;IL1RL1;TNFRSF11A;IL1R1;CCL9;CCL22;TNFRSF1A;IL23A;TNFRSF18;TNFRSF13B;CXCR3;TNFSF14;IL10;IFNAR1;CXCL16;CSF3;CRLF2;CD27;TNFSF13B;CSF3R;IFNAR2;TNFSF9;CD40;CCL6;TNFRSF1B;IFNGR1;FAS;IL17RE;CXCL14;IL1RN;TNFRSF14;IL2RG;IL15RA;CCL25;CXCL10;IL4RA;IL18R1;CSF2RB2;BMP8A;IL16;IL18;TNFRSF9;IL11RA1;OSM;EPOR;IL10RA;CSF2RB;ACVRL1;IL13RA1
African trypanosomiasis,-0.6036327258925255,-1.5974708534703776,0.0,0.023667988722702725,39,29,VCAM1;LAMA4;FASL;GNAQ;PLCB3;F2RL1;PLCB1;PRKCB;IL6;APOA1;IDO2;IL12A;IL12B;IDO1;HBA-A2;IL1B;PRKCA;HBA-A1;MYD88;THOP1;TNF;ICAM1;TLR9;IL10;PLCB2;FAS;IL18;PLCB4;PRKCG,THOP1;TNF;ICAM1;TLR9;IL10;PLCB2;FAS;IL18;PLCB4;PRKCG
Galactose metabolism,-0.5713232171887977,-1.5981671347595854,0.0379746835443038,0.023867259963383736,32,28,GLA;GANC;LCT;B4GALT2;GCK;MGAM;G6PC3;GLB1;B4GALT1;GALT;GALE;UGP2;HKDC1;GAA;PGM1;PFKM;HK1;GALK1;AKR1B7;AKR1B8;PFKL;AKR1B3;PGM2;GALM;HK2;HK3;PFKP;AKR1B10,PFKM;HK1;GALK1;AKR1B7;AKR1B8;PFKL;AKR1B3;PGM2;GALM;HK2;HK3;PFKP;AKR1B10
Hepatitis B,-0.4810585881813992,-1.5896468714419973,0.0,0.024359147937539488,163,148,TGFB1;MAP2K1;IRF3;MAPK12;CREB3;ATP6AP1;BAD;CREB1;STAT6;MAPK3;MAP2K2;TGFBR2;PIK3R1;CYCS;DDB1;MAPK8;GRB2;YWHAQ;RAF1;MAP2K6;STAT5B;KRAS;CREB3L1;PIK3R3;AKT2;TGFBR1;SMAD2;CREB3L2;YWHAZ;FASL;ARAF;MAPK9;JAK1;MAP2K4;AKT1;RELA;EP300;CREBBP;HRAS;NFATC4;ELK1;ATF6B;MAP2K7;CASP12;STAT3;PIK3CA;ATF2;PIK3R2;DDX3X;IRAK1;TAB2;PRKCB;MAP2K3;CREB5;TGFB2;ATF4;IL6;CCNA1;YWHAB;E2F3;RB1;JUN;SMAD4;D1PAS1;IFNA13;IFNAB;CCNE2;MYC;CHUK;STAT4;VDAC3;MAPK10;NRAS;IFNB1;IKBKB;FOS;IKBKG;NFATC3;BAX;MAPK1;CDK2;NFKB1;TRAF3;PRKCA;EGR2;CYCT;DDB2;STAT5A;IRAK4;SMAD3;TICAM1;TLR3;MAP3K7;MAPK14;MYD88;CASP9;BCL2;TRP53;CREB3L3;CREB3L4;STAT2;BIRC5;APAF1;SLC10A1;TIRAP;BID;TBK1;MAVS;TAB1;SOS1;FADD;TNF;PCNA;IKBKE;CASP3;TYK2;CCNE1;BRAF;SOS2;TICAM2;TLR4;IFNAR1;PIK3CD;NFATC1;TRAF6;TLR2;PTK2B;CASP8;JAK2;CDKN1A;MAPK11;FAS;MAP3K1;MAPK13;NFATC2;CCNA2;DDX58;IFIH1;STAT1;PIK3CB;E2F2;JAK3;MMP9;NFKBIA;IRF7;E2F1;PRKCG;AKT3,BIRC5;APAF1;SLC10A1;TIRAP;BID;TBK1;MAVS;TAB1;SOS1;FADD;TNF;PCNA;IKBKE;CASP3;TYK2;CCNE1;BRAF;SOS2;TICAM2;TLR4;IFNAR1;PIK3CD;NFATC1;TRAF6;TLR2;PTK2B;CASP8;JAK2;CDKN1A;MAPK11;FAS;MAP3K1;MAPK13;NFATC2;CCNA2;DDX58;IFIH1;STAT1;PIK3CB;E2F2;JAK3;MMP9;NFKBIA;IRF7;E2F1;PRKCG;AKT3
beta-Alanine metabolism,-0.5826079350853562,-1.591991979438954,0.0136986301369863,0.024612974353023093,32,29,ALDH3B3;HADHA;ALDH7A1;ALDH3B2;ABAT;ECHS1;ALDH1A3;CNDP1;DPYD;CARNS1;ALDH3A1;EHHADH;SRM;DPYS;ALDH9A1;ACADM;ALDH6A1;SMOX;CNDP2;AOC3;HIBCH;GAD1;MLYCD;SMS;AOC2;ALDH3B1;ALDH2;ALDH3A2;ALDH1B1,ALDH9A1;ACADM;ALDH6A1;SMOX;CNDP2;AOC3;HIBCH;GAD1;MLYCD;SMS;AOC2;ALDH3B1;ALDH2;ALDH3A2;ALDH1B1
Folate biosynthesis,-0.6105594724837243,-1.590274707048904,0.02631578947368421,0.024702234528209056,26,23,MOCOS;AKP3;ALPPL2;PCBD1;MOCS2;MOCS1;ALPI;CBR1;ALPL;PCBD2;AKR1B7;SPR;AKR1B8;FPGS;GGH;AKR1B3;PTS;TPH2;GCH1;DHFR;QDPR;GPHN;AKR1B10,PCBD2;AKR1B7;SPR;AKR1B8;FPGS;GGH;AKR1B3;PTS;TPH2;GCH1;DHFR;QDPR;GPHN;AKR1B10
One carbon pool by folate,-0.6845234636129316,-1.5868674867753967,0.013333333333333334,0.02529739714899347,19,18,AMT;TYMS;ATIC;MTHFR;GART;MTHFSL;MTHFD1L;SHMT2;ALDH1L1;MTFMT;SHMT1;ALDH1L2;MTHFD1;MTHFD2L;MTR;DHFR;MTHFD2;MTHFS,GART;MTHFSL;MTHFD1L;SHMT2;ALDH1L1;MTFMT;SHMT1;ALDH1L2;MTHFD1;MTHFD2L;MTR;DHFR;MTHFD2;MTHFS
Phagosome,-0.49011715225387026,-1.5852363778974976,0.0,0.025792038992688872,180,145,COLEC11;ATP6V1D;ATP6V0B;ATP6V0E;ATP6V1F;LAMP2;PIKFYVE;H2-T-PS;ITGAV;CALR;RAB5A;ATP6V0D1;H2-BL;ATP6AP1;STX12;DYNC2H1;SEC61A2;COMP;H2-Q7;RAB5B;RAB7;RAB5C;HGS;OLR1;SEC61A1;ATP6V1H;SEC61G;ATP6V0A1;CANX;ATP6V0E2;ATP6V1C2;ITGA5;STX18;DYNC1I2;DYNC1H1;ITGB1;ATP6V0C;ITGB5;ATP6V1G1;ACTB;ITGB3;ATP6V0A4;GM15266;H2-M10.5;RAC1;H2-M10.3;ATP6V1B1;ATP6V1C1;DYNC1LI2;SEC22B;TUBA1A;ATP6V1B2;ACTG1;THBS4;TUBA1C;H2-M10.2;VAMP3;MPO;PLA2R1;M6PR;DYNC1I1;RILP;H2-M5;TUBB1;TUBA3A;H2-DMB1;SEC61B;H2-T3;ITGA2;TUBA3B;H2-M10.6;MRC1;H2-DMB2;TUBB4A;THBS3;DYNC1LI1;H2-M2;H2-Q2;C1RB;ATP6V1G2;GM7030;ATP6V0A2;LAMP1;H2-Q4;EEA1;H2-Q10;GM11127;GM8909;TFRC;GM10499;PIK3C3;ATP6V1E1;CYBA;H2-Q6;CD36;CD14;H2-EB1;TLR6;NOS1;CTSL;NCF1;H2-Q1;TUBB4B;CORO1A;H2-AA;ATP6V1A;SCARB1;NCF2;TCIRG1;COLEC12;H2-AB1;TUBB6;MSR1;CLEC7A;CTSS;FCGR1;CYBB;STX7;H2-DMA;TUBB5;TLR4;NCF4;TLR2;RAB7B;ITGB2;TUBA8;FCGR2B;TUBA4A;FCGR4;H2-D1;TAP1;FCGR3;H2-OA;H2-K1;H2-T23;TAP2;ITGAM;TUBA1B;H2-OB;H2-T24;H2-T22;C1RA;H2-T10;H2-M3;C3,CYBA;H2-Q6;CD36;CD14;H2-EB1;TLR6;NOS1;CTSL;NCF1;H2-Q1;TUBB4B;CORO1A;H2-AA;ATP6V1A;SCARB1;NCF2;TCIRG1;COLEC12;H2-AB1;TUBB6;MSR1;CLEC7A;CTSS;FCGR1;CYBB;STX7;H2-DMA;TUBB5;TLR4;NCF4;TLR2;RAB7B;ITGB2;TUBA8;FCGR2B;TUBA4A;FCGR4;H2-D1;TAP1;FCGR3;H2-OA;H2-K1;H2-T23;TAP2;ITGAM;TUBA1B;H2-OB;H2-T24;H2-T22;C1RA;H2-T10;H2-M3;C3
cGMP-PKG signaling pathway,-0.4805641691608068,-1.5780863505387925,0.0,0.02639496977433614,172,150,MAP2K1;PRKG2;ATP1B2;PPP1CA;CNGB1;PPP3CC;CREB3;SLC25A4;GTF2IRD1;BAD;CREB1;ATP2A1;MAPK3;MAP2K2;ADRA1B;GNAI2;ATP1A4;ADRA2A;GTF2I;ATP1A1;RAF1;ADCY6;CREB3L1;AKT2;CREB3L2;PPP3R1;GNA11;GNA12;GNAQ;MYH7;PDE5A;CALM1;MYLK3;AKT1;ADRA1D;ATP1B4;KCNMB4;NPR2;NFATC4;PPP1CB;PLCB3;RHOA;ATP2B4;PPP3CA;ATF6B;CACNA1S;ROCK2;ITPR3;ATP2A2;SLC25A31;ATF2;EDNRB;GNAI1;PDE3B;NPPC;ROCK1;KCNMB1;GUCY1B1;IRS1;PLCB1;PPP1CCB;CREB5;CACNA1D;ATP1A2;OPRD1;AGTR1B;PPP1R12A;ATF4;PPP3CB;ATP1B3;IRS2;GUCY1B2;SLC8A3;PPP1CC;CACNA1C;ADCY1;GUCY1A2;KCNMA1;TRPC6;MYL9;ADCY2;SLC25A5;SLC8A1;GNAI3;NPPB;PRKG1;ATP2B3;GUCY1A1;MYLK4;PDE3A;VDAC3;ADCY4;EDNRA;MEF2C;ADRA2C;ADRB3;VASP;CACNA1F;4930544G11RIK;ADCY3;PDE2A;ATP2B1;NFATC3;SRF;RGS2;MEF2D;INSR;ADRB1;MAPK1;ADORA1;AGTR1A;VDAC2;ADCY9;PPIF;MYLK;MEF2B;CALM3;ATP1B1;ADCY8;CREB3L3;CREB3L4;MYLK2;CALML4;ITPR2;VDAC1;KCNU1;GNA13;FXYD2;PIK3CG;NFATC1;SLC8A2;ADORA3;PLCB2;IRS3;PIK3R5;MEF2A;NPR1;ADCY7;BDKRB2;ATP2A3;NFATC2;ADRB2;PIK3R6;NOS3;CALM2;PLCB4;PRKCE;ATP1A3;ITPR1;AKT3,GNA13;FXYD2;PIK3CG;NFATC1;SLC8A2;ADORA3;PLCB2;IRS3;PIK3R5;MEF2A;NPR1;ADCY7;BDKRB2;ATP2A3;NFATC2;ADRB2;PIK3R6;NOS3;CALM2;PLCB4;PRKCE;ATP1A3;ITPR1;AKT3
