Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
Regulation of actin cytoskeleton,0.4308407550346717,0.9493177531988041,0.6,0.8243987104656133,214,200,ACTB;PXN;CFL1;PFN1;DIAPH1;EZR;ACTN1;DIAPH3;ITGA6;IQGAP3;MSN;ACTN4;PPP1CA;ARPC5L;ACTG1;SLC9A1;PPP1CC;ARHGEF1;ARPC2;MYL12B;NRAS;IQGAP1;ARPC4;RAF1;RRAS2;VCL;GNG12;PIP5K1A;GNA12;ITGAE;BCAR1;CFL2;LIMK2;RHOA;PDGFB;MAP2K1;BAIAP2;CRK;ARAF;ARPC1A;RAC1;RDX;ENAH;ROCK1;MAPK1;SSH2;CYFIP1;GIT1;CDC42;PAK4;ITGA5;FGF2;PIKFYVE;NCKAP1;ARPC5;PAK2;CRKL;ITGB5;PIP5K1C;PIK3CB;EGFR;MYH10;FGF5;ARPC1B;PIK3CD;MYH9;ROCK2;APC;PPP1R12C;PPP1R12A;LIMK1;HRAS;MYL12A;MYLK2;PIK3R3;VAV2;GNA13;ITGB2;SSH1;ARPC3;PIP4K2C;F2;WASF1;FGF22;SRC;FGF1;KRAS;MYL9;PIP4K2A;FGF8;APC2;MYH14;MYL10;MYL2;FGFR2;FGF18;WASL;MYLPF;SPATA13;MYL7;PIP5K1B;FGF19;CHRM3;CHRM1;FGF10;ITGA8;LPAR5;ITGAX;ITGA9;VAV1;ITGAD;PIP4K2B;ITGB7;FGF21;RAC2;IQGAP2;ARHGEF7;CHRM5;PFN2;PTK2;NCKAP1L;ARHGAP35;ITGAL;ITGB6;PIK3R2;BRK1;ITGB1;SOS1;ITGA11;ARHGEF12;MYLK3;PIK3CA;ARHGEF6;LPAR2;SCIN;INSRR;WAS;SOS2;FGF20;CHRM2;PAK1;FGF7;ITGAM;RAC3;MYLK4;ITGA10;FGF17;PDGFD;ITGA4;TIAM1;BDKRB1;PFN4;FGF9;WASF2;FGD3;CXCL12;BRAF;PAK6;DIAPH2;TMSB4X;PDGFRA;MYLK;CYFIP2;PDGFC;PPP1CB;PAK3;DOCK1;ABI2;FGFR1;MAP2K2;FGFR4;PDGFRB;PIK3R1;PPP1R12B;FGD1;LPAR1;RRAS;SSH3;BDKRB2;MAPK3;PDGFA;ITGA2B;ITGAV;MYL5;ITGB8;ITGA1;ITGA3;CHRM4;F2R;FGFR3;ITGA7;ARHGEF4;MRAS;CXCR4;ITGA2;ITGB4;GSN;VAV3;ITGB3;FN1,ACTB;PXN;CFL1;PFN1;DIAPH1;EZR;ACTN1;DIAPH3;ITGA6;IQGAP3;MSN;ACTN4;PPP1CA;ARPC5L;ACTG1;SLC9A1;PPP1CC;ARHGEF1;ARPC2;MYL12B;NRAS;IQGAP1;ARPC4;RAF1;RRAS2;VCL;GNG12;PIP5K1A;GNA12;ITGAE;BCAR1;CFL2;LIMK2;RHOA;PDGFB;MAP2K1;BAIAP2;CRK;ARAF;ARPC1A;RAC1;RDX;ENAH;ROCK1;MAPK1;SSH2;CYFIP1;GIT1;CDC42;PAK4;ITGA5
Amino sugar and nucleotide sugar metabolism,0.5081975287491364,0.9309295695377088,0.578125,0.8272522576255794,48,45,UAP1;PGM2;GNPNAT1;NANS;HEXB;GMPPB;PMM2;UGDH;PGM3;PMM1;NANP;GNPDA1;CMAS;UXS1;GNE;GMPPA;CYB5R4;CYB5RL;GALE;GMDS;GNPDA2;GFPT1;CHIT1;UGP2;CYB5R3;HK1;NPL;CYB5R2;RENBP;GCK;NAGK;HK3;HEXA;AMDHD2;CYB5R1;PGM1;FPGT;GALT;HK2;GPI;GALK1;UAP1L1;HKDC1;MPI;GFPT2,UAP1;PGM2;GNPNAT1;NANS;HEXB;GMPPB;PMM2;UGDH
GnRH signaling pathway,0.4477429741724539,0.9177824670169735,0.6231884057971014,0.8274105998706303,93,87,MAP2K3;HBEGF;GRB2;CALM3;CALM2;ELK1;NRAS;RAF1;CALM1;GNA11;ADCY3;MAP2K1;MAPK1;CDC42;PLCB3;PRKCD;EGFR;PRKACA;MAP2K7;MAP3K3;MAP3K4;MAPK14;MAPK9;HRAS;MAP2K4;GNRH2;MAPK8;CALML4;ITPR2;SRC;PLA2G4B;KRAS;PLA2G4D;MAPK7;CACNA1S;PLCB2;PRKCB;ADCY2;PLA2G4F;PLA2G4E;CAMK2A;PRKACB;SOS1;CACNA1F;PLD2;CALML6;SOS2;ATF4;GNRH1;LHB;ADCY1;ADCY4;MAP3K2;EGR1;CACNA1C;CAMK2G;MAPK13;PRKCA;CACNA1D;MAPK12;ADCY9;GNRHR;MAPK10;JUN;GNAS;JMJD7-PLA2G4B;ADCY6;PLCB4;PLA2G4A;MAP2K6;CAMK2B;MAP2K2;PLA2G4C;MMP2;GNAQ;ITPR1;MAPK11;MMP14;ADCY7;MAPK3;PTK2B;PLCB1;MAP3K1;PLD1;CAMK2D;ITPR3;ADCY5,MAP2K3;HBEGF;GRB2;CALM3;CALM2;ELK1;NRAS;RAF1;CALM1;GNA11;ADCY3
Phagosome,0.45521496820060475,0.9253385390856033,0.6142857142857143,0.8277114694441161,152,120,ACTB;TFRC;TUBB4B;THBS1;TUBA1B;TUBA1C;TUBB6;SEC61A1;ACTG1;ATP6V0A4;RAB5C;ATP6V0D1;M6PR;CALR;HGS;DYNC1LI1;DYNC1H1;ATP6V0E2;SEC61B;RAC1;CORO1A;ATP6V0B;ITGA5;PIKFYVE;ATP6V1D;ATP6V0C;ITGB5;SEC22B;TUBA4A;ATP6V1B2;SEC61G;RAB7A;TUBB2A;LAMP1;ATP6V1H;ATP6V1C1;ATP6V0E1;STX18;OLR1;CANX;ATP6V1E2;ITGB2;ATP6V1A;ATP6V0A1;TAP2;VAMP3;DYNC1LI2;CTSL;TUBB;TLR4;ATP6V1C2;DYNC1I2;MSR1;EEA1;MRC1;ATP6V1F;SEC61A2;ATP6V1E1;NOS1;ATP6V1G1;HLA-C;TUBA3C;TUBB1;FCGR1A;HLA-B;TUBA8;TUBB8;TAP1;SFTPD;TUBAL3;NCF2;RAB5A;SFTPA1;CTSS;CD209;TUBA3E;HLA-E;TUBB3;HLA-A;ITGB1;CYBB;TLR6;TUBA3D;RILP;CD36;COLEC11;STX12;THBS4;FCGR2A;ATP6V0D2;ATP6V0A2;ITGAM;ATP6V1B1;NCF1;COMP;COLEC12;CYBA;RAB7B;TCIRG1;PIK3C3;THBS2;DYNC2H1;RAB5B;SCARB1;ATP6AP1;TUBB4A;CD14;ITGAV;STX7;C1R;TUBB2B;LAMP2;TLR2;THBS3;ITGA2;TUBA1A;PLA2R1;MRC2;C3;ITGB3,ACTB;TFRC;TUBB4B;THBS1;TUBA1B;TUBA1C;TUBB6;SEC61A1;ACTG1;ATP6V0A4;RAB5C;ATP6V0D1;M6PR;CALR;HGS;DYNC1LI1;DYNC1H1;ATP6V0E2;SEC61B
Pertussis,0.45769252596449583,0.9260120144816352,0.6,0.8327958022391485,76,63,CFL1;IRAK1;NFKB1;CALM3;CALM2;IL6;CASP3;IRF3;CALM1;CFL2;MYD88;RHOA;GNAI3;TICAM1;IRF1;MAPK1;ITGA5;RELA;NLRP3;CXCL8;MAPK14;CASP7;MAPK9;NOD1;ITGB2;MAPK8;GNAI2;TIRAP;CALML4;TLR4;IL1A;IL12A;NOS2;C1QA;IL23A;CXCL6;C4BPA;IL10;SFTPA1;ITGB1;TICAM2;CALML6;IL1B;ITGAM;CXCL5;PYCARD;MAPK13;MAPK12;TRAF6;MAPK10;C5;JUN;IRAK4;CASP1;GNAI1;FOS;SERPING1;MAPK11;MAPK3;CD14;C1R;C1S;C3,CFL1;IRAK1;NFKB1;CALM3;CALM2;IL6;CASP3;IRF3;CALM1;CFL2;MYD88;RHOA;GNAI3;TICAM1;IRF1
AMPK signaling pathway,0.4488014819958116,0.9054104324986765,0.6944444444444444,0.8496637727706128,120,109,CCND1;CCNA2;PPP2R1B;ELAVL1;RAB8A;AKT1S1;FASN;AKT1;PPP2CA;PPP2R5D;ADIPOR2;RPS6KB2;PPP2R3C;MTOR;SIRT1;PPP2R1A;LIPE;PPP2R5A;RHEB;CRTC2;EIF4EBP1;PPP2CB;RPS6KB1;RAB14;TBC1D1;PPP2R2D;PRKAA1;RPTOR;ADIPOR1;CREB3;PIK3CB;EEF2K;PPP2R2A;RAB2A;HMGCR;RAB11B;PPP2R5E;CPT1A;AKT2;PIK3CD;STK11;PRKAG1;CREB3L2;ULK1;CAB39;PIK3R3;PRKAB1;CAMKK2;RAB10;CREB1;TSC2;PDPK1;AKT3;CCNA1;ACACA;HNF4A;LEP;PRKAG2;CFTR;PPP2R3B;PFKP;CAB39L;PPP2R5C;PIK3R2;CPT1C;PFKFB1;PIK3CA;PFKFB2;ACACB;CD36;CREB5;CPT1B;MAP3K7;STRADA;STRADB;FBP2;CREB3L3;CREB3L4;SLC2A4;TSC1;PFKFB3;CREB3L1;SCD5;EEF2;FOXO1;PIK3R1;PFKM;PRKAA2;PPARG;PPARGC1A;LEPR;G6PC3;SREBF1;PCK2;PPP2R5B;IRS4;IRS2;PPP2R3A;MLYCD;IGF1R;PRKAB2;FOXO3;INSR;IRS1;GYS1;PPP2R2C;PFKL;SCD;PFKFB4,CCND1;CCNA2;PPP2R1B;ELAVL1;RAB8A;AKT1S1;FASN;AKT1;PPP2CA;PPP2R5D;ADIPOR2;RPS6KB2;PPP2R3C;MTOR;SIRT1;PPP2R1A;LIPE;PPP2R5A;RHEB;CRTC2;EIF4EBP1;PPP2CB;RPS6KB1;RAB14;TBC1D1;PPP2R2D;PRKAA1;RPTOR;ADIPOR1;CREB3;PIK3CB;EEF2K;PPP2R2A;RAB2A;HMGCR;RAB11B;PPP2R5E;CPT1A;AKT2
Other types of O-glycan biosynthesis,-0.5091017406390544,-0.8836907847313428,0.6153846153846154,0.8616433492918618,22,21,GXYLT1;EOGT;PLOD3;COLGALT1;B4GALT2;B4GALT3;POMT1;POFUT1;POGLUT1;POMT2;POFUT2;B3GLCT;ST6GAL1;ST3GAL3;GXYLT2;B4GALT1;COLGALT2;RFNG;MFNG;LFNG;OGT,GXYLT2;B4GALT1;COLGALT2;RFNG;MFNG;LFNG;OGT
Sphingolipid signaling pathway,-0.391327618527357,-0.8859761020027757,0.7241379310344828,0.8642977543742338,119,112,PPP2R1B;NFKB1;AKT1;PPP2CA;PPP2R5D;BAX;NRAS;RAF1;GNA12;PPP2R3C;TRAF2;RHOA;GNAI3;PPP2R1A;MAP2K1;NSMAF;PPP2R5A;SPHK2;RAC1;SPHK1;ROCK1;MAPK1;DEGS1;PLCB3;PPP2CB;CERS2;BID;PPP2R2D;RELA;PIK3CB;PPP2R2A;PPP2R5E;AKT2;SGPP1;PIK3CD;ROCK2;MAP3K5;MAPK14;BCL2;SGMS1;MAPK9;PRKCE;HRAS;PIK3R3;S1PR3;GNA13;MAPK8;GNAI2;SMPD2;SGPL1;SPTLC1;SGMS2;S1PR1;ASAH2;PDPK1;KRAS;ABCC1;ADORA1;AKT3;PLCB2;CERS5;PRKCB;MS4A2;OPRD1;FCER1G;PPP2R3B;ACER2;RAC2;PPP2R5C;S1PR4;PIK3R2;PIK3CA;NOS3;PLD2;CERS6;SPTLC3;SMPD1;PRKCZ;RAC3;S1PR5;TP53;SPTLC2;MAPK13;PTEN;PRKCA;MAPK12;DEGS2;MAPK10;S1PR2;TNFRSF1A;PLCB4;MAP2K2;GNAI1;PIK3R1;GNAQ;MAPK11;CERS1;BDKRB2;MAPK3;PLCB1;PPP2R5B;TRADD;FYN;PPP2R3A;CERS4;PRKCG;PLD1;GAB2;ASAH1;PPP2R2C;SGPP2;CTSD,MAPK11;CERS1;BDKRB2;MAPK3;PLCB1;PPP2R5B;TRADD;FYN;PPP2R3A;CERS4;PRKCG;PLD1;GAB2;ASAH1;PPP2R2C;SGPP2;CTSD
Hypertrophic cardiomyopathy (HCM),-0.38031284688354794,-0.8877728445621093,0.6944444444444444,0.8671499879756227,85,79,ACTB;TPM3;ATP2A2;ITGA6;ACTG1;IL6;LMNA;TPM1;DAG1;TPM2;TPM4;TGFB1;ITGA5;PRKAA1;TGFB2;ITGB5;DMD;PRKAG1;SLC8A1;PRKAB1;EMD;MYBPC3;ACTC1;CACNA1S;SGCG;CACNA2D4;MYL2;CACNG2;MYH6;TGFB3;DES;CACNG5;ITGA8;ITGA9;EDN1;PRKAG2;ITGB7;CACNB2;RYR2;SGCA;ITGB6;ITGB1;CACNG1;ITGA11;CACNA1F;LAMA2;TNNC1;SGCB;SGCD;CACNA1C;ITGA10;CACNG6;MYL3;ITGA4;CACNA1D;AGT;TNNI3;CACNA2D1;CACNG4;CACNB1;TTN;CACNG8;CACNA2D3;CACNG7;PRKAA2;ACE;ITGA2B;ITGAV;ITGB8;ITGA1;CACNB4;ITGA3;PRKAB2;CACNA2D2;ITGA7;CACNB3;ITGA2;ITGB4;ITGB3,ITGA2B;ITGAV;ITGB8;ITGA1;CACNB4;ITGA3;PRKAB2;CACNA2D2;ITGA7;CACNB3;ITGA2;ITGB4;ITGB3
Melanogenesis,-0.38377299011196847,-0.8612695202170222,0.7931034482758621,0.8712815901858758,101,93,WNT5B;CALM3;CALM2;WNT7A;NRAS;RAF1;CALM1;CREBBP;ADCY3;CTNNB1;GNAI3;EP300;MAP2K1;MAPK1;PLCB3;FZD6;CREB3;DVL3;PRKACA;CREB3L2;WNT7B;HRAS;GNAI2;ASIP;DVL1;CREB1;CALML4;WNT3A;LEF1;KRAS;PLCB2;TYR;WNT8A;TYRP1;GSK3B;PRKCB;TCF7L2;TCF7;ADCY2;DCT;WNT16;EDN1;CAMK2A;WNT1;WNT3;PRKACB;WNT2;CALML6;KITLG;FZD9;WNT10B;FZD5;ADCY1;GNAO1;WNT8B;TCF7L1;ADCY4;MC1R;CAMK2G;DVL2;CREB3L3;PRKCA;CREB3L4;ADCY9;CREB3L1;MITF;GNAS;WNT4;ADCY6;FZD3;PLCB4;CAMK2B;MAP2K2;GNAI1;GNAQ;FZD2;FZD1;WNT2B;FZD4;FZD10;ADCY7;MAPK3;PLCB1;WNT10A;WNT11;WNT6;WNT5A;PRKCG;WNT9A;FZD8;CAMK2D;FZD7;ADCY5,ADCY6;FZD3;PLCB4;CAMK2B;MAP2K2;GNAI1;GNAQ;FZD2;FZD1;WNT2B;FZD4;FZD10;ADCY7;MAPK3;PLCB1;WNT10A;WNT11;WNT6;WNT5A;PRKCG;WNT9A;FZD8;CAMK2D;FZD7;ADCY5
Glucagon signaling pathway,-0.387635722585646,-0.8747884155568811,0.6538461538461539,0.877344050291464,103,90,AKT1;CALM3;PGAM1;CALM2;PRMT1;PPP4C;CALM1;CREBBP;PPP4R3A;PDHA1;SIRT1;EP300;LDHB;PKM;CRTC2;PLCB3;PPP3R1;PDHB;PRKAA1;CREB3;CPT1A;PDE3B;AKT2;PRKACA;PRKAG1;CREB3L2;PPP3CB;PHKG2;PGAM4;PRKAB1;PYGL;PHKA1;PYGM;CREB1;CALML4;ITPR2;PPP4R3B;PYGB;AKT3;PLCB2;LDHC;SLC2A2;ACACA;ADCY2;PHKG1;PRKAG2;CAMK2A;SIK2;PRKACB;LDHAL6B;LDHAL6A;PPP3CC;CPT1C;GCGR;GCK;PFKFB1;PHKA2;ACACB;CALML6;ATF4;CREB5;CPT1B;PHKB;PPP3CA;ATF2;CAMK2G;CREB3L3;CREB3L4;CREB3L1;GNAS;FOXO1;PLCB4;SLC2A1;CAMK2B;PRKAA2;GNAQ;PPARGC1A;ITPR1;G6PC3;PCK2;PLCB1;PRKAB2;LDHA;GYS1;PPARA;SIK1;CAMK2D;SIK1B;PFKL;ITPR3,PRKAA2;GNAQ;PPARGC1A;ITPR1;G6PC3;PCK2;PLCB1;PRKAB2;LDHA;GYS1;PPARA;SIK1;CAMK2D;SIK1B;PFKL;ITPR3
Cardiac muscle contraction,-0.3805686577805914,-0.8557415812300351,0.7333333333333333,0.8779447316307897,78,66,TPM3;ATP2A2;SLC9A1;COX8A;TPM1;CYC1;UQCRFS1;UQCRQ;UQCR10;COX5A;UQCRH;ATP1B3;TPM2;TPM4;COX6C;UQCRC1;UQCR11;COX4I1;COX6B1;COX7A2;COX7B;UQCRHL;COX6A1;UQCRC2;SLC8A1;COX5B;ATP1A2;ACTC1;CACNA1S;CACNA2D4;MYL2;CACNG2;COX7A1;MYH6;MYL4;SLC9A6;ATP1A4;CACNG5;CACNB2;RYR2;UQCRB;CACNG1;CACNA1F;TNNC1;COX7C;CACNA1C;CACNG6;MYL3;CACNA1D;COX7A2L;ATP1A1;TNNI3;CACNA2D1;ATP1A3;CACNG4;CACNB1;ATP1B2;CACNG8;CACNA2D3;CACNG7;COX6B2;CACNB4;CACNA2D2;CACNB3;FXYD2;ATP1B1,CACNB4;CACNA2D2;CACNB3;FXYD2;ATP1B1
Malaria,-0.4586088276962061,-0.8617659696992386,0.7352941176470589,0.8785015176247698,49,37,THBS1;IL6;CSF3;MYD88;TGFB1;MET;TGFB2;CXCL8;ITGB2;TLR4;CD81;IL12A;HBA1;CR1;ICAM1;CD40;TGFB3;IL18;IL10;HGF;KLRB1;ITGAL;SDC2;CD36;THBS4;IL1B;GYPC;KLRK1;COMP;CCL2;THBS2;PECAM1;KLRC4-KLRK1;TLR2;SDC1;THBS3;LRP1,TLR2;SDC1;THBS3;LRP1
Metabolism of xenobiotics by cytochrome P450,-0.4312913215255563,-0.8519800342877043,0.6857142857142857,0.8788301412173027,74,45,GSTO1;GSTP1;CYP3A5;ADH5;ALDH1A3;ALDH3A1;CBR1;CYP2D7;CYP2F1;ADH1A;CYP1A2;UGT2A1;ADH4;ALDH3B2;HSD11B1;ADH1B;GSTM5;AKR7A2;CYP2D6;ADH6;CYP2A6;GSTM1;CYP1A1;CBR3;MGST3;MGST2;CYP3A4;GSTT2B;AKR7A3;MGST1;GSTO2;GSTM2;GSTT2;GSTK1;EPHX1;CYP1B1;CYP2E1;GSTM3;UGT2B7;GSTA4;DHDH;GSTM4;AKR1C1;CYP2S1;ALDH3B1,AKR7A3;MGST1;GSTO2;GSTM2;GSTT2;GSTK1;EPHX1;CYP1B1;CYP2E1;GSTM3;UGT2B7;GSTA4;DHDH;GSTM4;AKR1C1;CYP2S1;ALDH3B1
Chagas disease (American trypanosomiasis),-0.37544160993137105,-0.863370384706802,0.8108108108108109,0.8833276507189335,103,88,IRAK1;PPP2R1B;NFKB1;AKT1;PPP2CA;IL6;GNA11;CALR;MYD88;GNAI3;TICAM1;PPP2R1A;TGFB1;MAPK1;IKBKG;PLCB3;PPP2CB;CHUK;PPP2R2D;RELA;TGFB2;PIK3CB;PPP2R2A;AKT2;PIK3CD;FADD;CXCL8;MAPK14;MAPK9;MAP2K4;PIK3R3;MAPK8;GNAI2;SMAD3;GNA15;TLR4;SMAD2;IL12A;NOS2;AKT3;PLCB2;C1QA;CD3D;IKBKB;TGFB3;GNA14;IL2;CD247;IFNGR2;IL10;PIK3R2;CCL5;NFKBIA;PIK3CA;TLR6;IL1B;ADCY1;GNAO1;MAPK13;MAPK12;GNAL;TRAF6;MAPK10;FAS;JUN;GNAS;CCL2;IRAK4;TNFRSF1A;PLCB4;GNAI1;PIK3R1;ACE;FOS;GNAQ;CASP8;MAPK11;BDKRB2;MAPK3;TGFBR2;PLCB1;IFNGR1;TGFBR1;SERPINE1;TLR2;CFLAR;PPP2R2C;C3,ACE;FOS;GNAQ;CASP8;MAPK11;BDKRB2;MAPK3;TGFBR2;PLCB1;IFNGR1;TGFBR1;SERPINE1;TLR2;CFLAR;PPP2R2C;C3
Inflammatory mediator regulation of TRP channels,-0.37105732431274585,-0.8450580465735357,0.8857142857142857,0.886568510563136,100,89,MAP2K3;PPP1CA;CALM3;CALM2;PPP1CC;CALM1;ADCY3;PLCB3;PRKCD;PIK3CB;PRKACA;PIK3CD;MAPK14;MAPK9;PRKCE;PTGER4;PIK3R3;MAPK8;NGF;CALML4;ITPR2;SRC;PLA2G4B;PRKCH;HTR2B;HTR2A;PLA2G4D;PLCB2;ASIC5;TRPV3;PRKCB;ADCY2;PLA2G4F;PLA2G4E;CAMK2A;ASIC4;PRKACB;TRPV4;TRPV1;PIK3R2;PIK3CA;CALML6;PLCG1;CYP4A22;IL1B;ADCY1;ADCY4;F2RL1;CAMK2G;MAPK13;PRKCA;MAPK12;ADCY9;BDKRB1;ASIC3;MAPK10;CYP2J2;P2RY2;GNAS;PLCG2;JMJD7-PLA2G4B;NTRK1;ALOX12;ADCY6;IL1R1;PPP1CB;PLCB4;PLA2G4A;MAP2K6;CAMK2B;PLA2G4C;PIK3R1;PRKCQ;GNAQ;ITPR1;MAPK11;BDKRB2;ADCY7;PLCB1;IL1RAP;PLA2G6;PRKCG;TRPV2;ASIC1;TRPM8;HRH1;CAMK2D;ITPR3;ADCY5,ADCY6;IL1R1;PPP1CB;PLCB4;PLA2G4A;MAP2K6;CAMK2B;PLA2G4C;PIK3R1;PRKCQ;GNAQ;ITPR1;MAPK11;BDKRB2;ADCY7;PLCB1;IL1RAP;PLA2G6;PRKCG;TRPV2;ASIC1;TRPM8;HRH1;CAMK2D;ITPR3;ADCY5
Chemical carcinogenesis,-0.4059880922440558,-0.8655597173079815,0.8214285714285714,0.8870366655522122,82,50,GSTO1;GSTP1;CYP3A5;ADH5;ALDH1A3;SULT1A3;ALDH3A1;CBR1;CYP3A7;CYP2C8;NAT1;ADH1A;SULT1A4;CYP1A2;UGT2A1;CYP2C18;ADH4;SULT1A1;ALDH3B2;HSD11B1;ADH1B;GSTM5;ADH6;CYP2A6;CYP3A43;GSTM1;CYP1A1;MGST3;MGST2;CHRNA7;CYP3A4;ARNT;GSTT2B;KYAT1;MGST1;GSTO2;GSTM2;GSTT2;GSTK1;EPHX1;CYP1B1;CYP2E1;KYAT3;GSTM3;UGT2B7;GSTA4;AKR1C2;GSTM4;PTGS2;ALDH3B1,ARNT;GSTT2B;KYAT1;MGST1;GSTO2;GSTM2;GSTT2;GSTK1;EPHX1;CYP1B1;CYP2E1;KYAT3;GSTM3;UGT2B7;GSTA4;AKR1C2;GSTM4;PTGS2;ALDH3B1
Osteoclast differentiation,-0.37759812281441213,-0.8682103754364201,0.696969696969697,0.8889136545438785,127,102,FOSL1;MAP3K14;NFKB1;FHL2;AKT1;GRB2;JAK1;TRAF2;RELB;MAP2K1;SIRPA;RAC1;TGFB1;MAPK1;IKBKG;TYK2;PPP3R1;CHUK;RELA;FOSB;TGFB2;PIK3CB;NFKB2;AKT2;PIK3CD;MAP2K7;PPP3CB;MAPK14;MAPK9;PIK3R3;MAPK8;CREB1;IL1A;NOX1;IFNAR1;SOCS1;BTK;CALCR;SQSTM1;TAB1;AKT3;IKBKB;FCGR1A;SYK;OSCAR;NCF2;BLNK;IFNGR2;CSF1R;CAMK4;PIK3R2;PPP3CC;NFKBIA;ACP5;PIK3CA;TAB2;TEC;SIRPG;FCGR2A;MAP3K7;IRF9;IL1B;PPP3CA;NCF1;STAT1;IFNAR2;MAPK13;SPI1;MAPK12;CYBA;TRAF6;MAPK10;CTSK;MITF;JUN;PLCG2;TNFRSF11B;TNFRSF1A;IL1R1;TNFRSF11A;MAP2K6;PIK3R1;NFATC2;FOS;PPARG;NFATC1;MAPK11;JUNB;MAPK3;FOSL2;STAT2;TGFBR2;FYN;CSF1;SIRPB1;IFNGR1;TGFBR1;CYLD;GAB2;SOCS3;JUND;ITGB3,NFATC2;FOS;PPARG;NFATC1;MAPK11;JUNB;MAPK3;FOSL2;STAT2;TGFBR2;FYN;CSF1;SIRPB1;IFNGR1;TGFBR1;CYLD;GAB2;SOCS3;JUND;ITGB3
Dopaminergic synapse,0.4236495682717934,0.8836169260014296,0.6753246753246753,0.8934004465134952,131,119,PPP2R1B;PPP1CA;AKT1;CALM3;PPP2CA;GSK3A;PPP2R5D;CALM2;GNG11;PPP1CC;CALM1;KIF5B;GNG12;GNG5;PPP2R3C;GNAI3;GNB1;PPP2R1A;PPP2R5A;ARRB2;GNB2;PLCB3;PPP2CB;PPP2R2D;CREB3;GNB4;PPP2R2A;PPP2R5E;AKT2;PRKACA;CREB3L2;PPP3CB;MAPK14;GNB3;MAPK9;GNB5;CLOCK;MAPK8;GNAI2;CREB1;CALML4;ITPR2;COMT;CACNA1B;GNG13;GNGT1;TH;KIF5A;GNG10;SLC18A2;AKT3;PLCB2;GNG2;ATF6B;LRTOMT;KCNJ9;GSK3B;GNG3;DRD2;PRKCB;GNGT2;GRIN2B;PPP1R1B;PPP2R3B;KCNJ6;CAMK2A;GRIA1;GRIA2;CACNA1A;PRKACB;PPP2R5C;GNG8;PPP3CC;GNG7;CALML6;ATF4;CREB5;DDC;PPP3CA;GNAO1;ATF2;KCNJ5;GRIA3;CACNA1C;DRD4;CAMK2G;CREB3L3;MAPK13;PRKCA;CREB3L4;GRIA4;CACNA1D;MAPK12;GNAL;MAPK10;CREB3L1;GNAS;CALY;ARNTL;KIF5C;PPP1CB;PLCB4;CAMK2B;GNAI1;MAOA;FOS;GNAQ;SCN1A;ITPR1;MAPK11;GNG4;PLCB1;PPP2R5B;PPP2R3A;PRKCG;CAMK2D;PPP2R2C;ITPR3;ADCY5,PPP2R1B;PPP1CA;AKT1;CALM3;PPP2CA;GSK3A;PPP2R5D;CALM2;GNG11;PPP1CC;CALM1;KIF5B;GNG12;GNG5;PPP2R3C;GNAI3;GNB1;PPP2R1A;PPP2R5A;ARRB2;GNB2;PLCB3;PPP2CB
Natural killer cell mediated cytotoxicity,-0.3626029878517598,-0.8227020836244621,0.7916666666666666,0.9168482814699241,131,88,PTPN11;GRB2;TNFRSF10B;NRAS;CASP3;RAF1;TNFRSF10A;SHC1;CSF2;MAP2K1;ARAF;RAC1;MAPK1;PPP3R1;ULBP3;BID;PIK3CB;PIK3CD;PPP3CB;HRAS;PIK3R3;VAV2;ITGB2;IFNAR1;KRAS;PTPN6;MICB;ICAM1;HLA-C;MICA;SH2D1B;PRF1;HLA-B;SYK;PRKCB;CD247;CD244;IFNGR2;FCER1G;SHC4;VAV1;RAET1E;RAC2;HLA-E;ICAM2;HLA-A;ITGAL;PIK3R2;PPP3CC;SOS1;PIK3CA;KLRC1;LAT;SOS2;HCST;ZAP70;PLCG1;PAK1;RAET1L;PPP3CA;RAC3;KLRC2;RAET1G;IFNAR2;PRKCA;KLRK1;KLRD1;ULBP2;TNFSF10;SHC3;KLRC3;FAS;PLCG2;ULBP1;BRAF;MAP2K2;PIK3R1;KLRC4-KLRK1;NFATC2;NFATC1;MAPK3;PTK2B;FYN;IFNGR1;PRKCG;SH3BP2;SHC2;VAV3,MAP2K2;PIK3R1;KLRC4-KLRK1;NFATC2;NFATC1;MAPK3;PTK2B;FYN;IFNGR1;PRKCG;SH3BP2;SHC2;VAV3
Pyruvate metabolism,0.49470302049578135,0.8490060921684953,0.6507936507936508,0.9204419661175053,39,37,DLAT;ACAT2;MDH2;ALDH1B1;ALDH9A1;GLO1;DLD;PDHA1;LDHB;PKM;FH;MDH1;PDHB;ACAT1;ME2;ACYP1;GRHPR;LDHC;ACOT12;ACACA;PKLR;LDHAL6B;LDHAL6A;ALDH7A1;ACACB;ALDH3A2;ME3;ACSS1;ACYP2;HAGH;ME1;ALDH2;PCK2;ACSS2;LDHD;LDHA;PC,DLAT;ACAT2;MDH2;ALDH1B1;ALDH9A1;GLO1;DLD;PDHA1;LDHB;PKM;FH;MDH1;PDHB
